Item Identifier,Item Fat Content,Item Type,Outlet Establishment Year,Outlet Location Type,Outlet Size,Outlet Type,Total Amount,Rating
NCM55,Low Fat,Others,2012,Tier 1,Medium,Supermarket Type1,16749.7141,4.3
NCI31,Low Fat,Others,2012,Tier 1,Medium,Supermarket Type1,3322.91475,4.3
FDX34,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,10767.70945,4.3
FDM46,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,8439.458,4.3
FDD34,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,14784.84525,4.3
FDL34,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,12747.7764,4.3
FDM10,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,19216.19245,4.3
FDO58,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,14986.24715,4.3
DRD37,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,4070.8165,4.3
DRL49,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,12949.1783,4.3
DRM48,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,3238.6032,4.3
FDU24,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,8574.833,4.3
FDV48,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,7153.6121,4.3
FDI12,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,8021.9254,4.3
FDI48,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,4789.26065,4.3
FDK25,Regular,Breakfast,2012,Tier 1,Medium,Supermarket Type1,15039.92785,4.3
FDK26,Regular,Canned,2012,Tier 1,Medium,Supermarket Type1,16860.866,4.3
FDZ49,Regular,Canned,2012,Tier 1,Medium,Supermarket Type1,19835.12695,4.3
FDE14,Regular,Canned,2012,Tier 1,Medium,Supermarket Type1,8923.0175,4.3
FDT50,Regular,Dairy,2012,Tier 1,Medium,Supermarket Type1,8733.9618,4.3
FDZ26,Regular,Dairy,2012,Tier 1,Medium,Supermarket Type1,21607.85355,4.3
FDP40,Regular,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,10049.7346,4.3
FDD41,Regular,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,9506.08665,4.3
FDV16,Regular,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,3226.96095,4.3
FDG41,Regular,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,9992.7327,4.3
FDM04,Regular,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,4771.21065,4.3
FDR31,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,13033.02055,4.3
FDD44,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,23209.10515,4.3
FDV44,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,17266.5217,4.3
FDM08,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,20126.5442,4.3
FDW19,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,9914.59425,4.3
FDF57,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,15319.4682,4.3
FDQ07,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,19841.0654,4.3
FDZ31,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,17422.7986,4.3
FDZ51,Regular,Meat,2012,Tier 1,Medium,Supermarket Type1,8421.17335,4.3
FDM27,Regular,Meat,2012,Tier 1,Medium,Supermarket Type1,14195.83765,4.3
FDQ03,Regular,Meat,2012,Tier 1,Medium,Supermarket Type1,21265.1382,4.3
DRY23,Regular,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,3818.5858,4.3
FDD57,low fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,8682.89835,4.3
FDD14,LF,Canned,1998,Tier 1,Small,Grocery Store,16734.75065,4.3
FDO36,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,16223.8815,4.3
FDU36,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,8920.1656,4.3
FDZ60,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,9571.8789,4.3
FDS23,Low Fat,Breads,1998,Tier 1,Small,Grocery Store,11714.39585,4.3
DRI03,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,15965.4777,4.3
FDP26,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,9560.23665,4.3
FDC28,Low Fat,Frozen Foods,1998,Tier 1,Small,Grocery Store,9920.76735,4.3
FDG16,Low Fat,Frozen Foods,1998,Tier 1,Small,Grocery Store,19405.4828,4.3
FDB33,Low Fat,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,14216.73955,4.3
FDI20,Low Fat,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,19075.11365,4.3
FDR07,Low Fat,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,8493.37335,4.3
NCK17,Low Fat,Health and Hygiene,1998,Tier 1,Small,Grocery Store,3641.407,4.3
NCL05,Low Fat,Health and Hygiene,1998,Tier 1,Small,Grocery Store,3977.94925,4.3
NCQ29,Low Fat,Health and Hygiene,1998,Tier 1,Small,Grocery Store,23359.20895,4.3
NCX29,Low Fat,Health and Hygiene,1998,Tier 1,Small,Grocery Store,13023.99555,4.3
NCB30,Low Fat,Household,1998,Tier 1,Small,Grocery Store,17734.8831,4.3
NCE54,Low Fat,Household,1998,Tier 1,Small,Grocery Store,6817.06985,4.3
NCU06,Low Fat,Household,1998,Tier 1,Small,Grocery Store,20577.09025,4.3
FDL15,Low Fat,Meat,1998,Tier 1,Small,Grocery Store,13769.28005,4.3
NCM07,Low Fat,Others,1998,Tier 1,Small,Grocery Store,7580.1697,4.3
NCP43,Low Fat,Others,1998,Tier 1,Small,Grocery Store,16404.3815,4.3
FDP34,Low Fat,Snack Foods,1998,Tier 1,Small,Grocery Store,14120.78575,4.3
DRF01,Low Fat,Soft Drinks,1998,Tier 1,Small,Grocery Store,13294.74555,4.3
DRL60,Low Fat,Soft Drinks,1998,Tier 1,Small,Grocery Store,13597.80505,4.3
FDU24,Regular,Baking Goods,1998,Tier 1,Small,Grocery Store,8376.283,4.3
FDN25,Regular,Breakfast,1998,Tier 1,Small,Grocery Store,5014.1817,4.3
FDW38,Regular,Dairy,1998,Tier 1,Small,Grocery Store,5047.66445,4.3
FDX04,Regular,Frozen Foods,1998,Tier 1,Small,Grocery Store,4461.7434,4.3
FDA08,Regular,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,14670.37215,4.3
FDE33,Regular,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,7117.5121,4.3
FDG08,Regular,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,15529.8951,4.3
FDQ32,Regular,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,11041.0767,4.3
FDX56,Regular,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,18669.45795,4.3
FDX03,Regular,Meat,1998,Tier 1,Small,Grocery Store,4040.8896,4.3
FDK58,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,9295.8944,4.3
FDL09,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,15241.5644,4.3
FDM22,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,4725.851,4.3
FDV10,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,3701.2608,4.3
NCJ54,LF,Household,2010,Tier 1,Small,Supermarket Type1,20817.44405,4.3
NCY30,LF,Household,2010,Tier 1,Small,Supermarket Type1,16208.6834,4.3
FDW24,Low Fat,Baking Goods,2010,Tier 1,Small,Supermarket Type1,4503.78185,4.3
FDT36,Low Fat,Baking Goods,2010,Tier 1,Small,Supermarket Type1,3166.63785,4.3
FDS60,Low Fat,Baking Goods,2010,Tier 1,Small,Supermarket Type1,16052.4065,4.3
FDU23,Low Fat,Breads,2010,Tier 1,Small,Supermarket Type1,14865.8356,4.3
FDW47,Low Fat,Breads,2010,Tier 1,Small,Supermarket Type1,11086.43635,4.3
FDV49,Low Fat,Canned,2010,Tier 1,Small,Supermarket Type1,23755.83965,4.3
DRI03,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,16055.7277,4.3
FDU38,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,17485.9736,4.3
FDR02,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,9980.62115,4.3
FDU14,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,22451.94375,4.3
FDK28,Low Fat,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,23308.38015,4.3
FDR04,Low Fat,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,8781.9387,4.3
FDL08,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,22265.9746,4.3
FDG57,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,4350.35685,4.3
FDF32,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,17918.46965,4.3
FDL20,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,10106.97115,4.3
DRK35,Low Fat,Hard Drinks,2010,Tier 1,Small,Supermarket Type1,3425.04165,4.3
DRP35,Low Fat,Hard Drinks,2010,Tier 1,Small,Supermarket Type1,11491.8574,4.3
NCN05,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,16416.02375,4.3
NCK53,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,8926.10405,4.3
NCO41,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,8730.6406,4.3
NCR41,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,8655.82335,4.3
NCT42,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,13315.4128,4.3
NCV54,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,10749.8941,4.3
NCR06,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,3764.4358,4.3
NCC07,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,9539.1001,4.3
NCV30,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,5852.80275,4.3
NCN42,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,13441.99745,4.3
NCK19,Low Fat,Others,2010,Tier 1,Small,Supermarket Type1,17476.71395,4.3
NCL55,Low Fat,Others,2010,Tier 1,Small,Supermarket Type1,23005.086,4.3
FDV09,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,13580.22435,4.3
FDH33,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,4074.1377,4.3
FDK09,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,20625.3018,4.3
FDT45,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,4818.9529,4.3
FDM34,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,11999.87465,4.3
DRD12,Low Fat,Soft Drinks,2010,Tier 1,Small,Supermarket Type1,8114.79265,4.3
DRE01,Low Fat,Soft Drinks,2010,Tier 1,Small,Supermarket Type1,21818.0458,4.3
DRF36,Low Fat,Soft Drinks,2010,Tier 1,Small,Supermarket Type1,17389.78515,4.3
FDG47,Low Fat,Starchy Foods,2010,Tier 1,Small,Supermarket Type1,23494.3493,4.3
FDP48,Regular,Baking Goods,2010,Tier 1,Small,Supermarket Type1,16524.32375,4.3
FDW12,Regular,Baking Goods,2010,Tier 1,Small,Supermarket Type1,13036.1071,4.3
FDM36,Regular,Baking Goods,2010,Tier 1,Small,Supermarket Type1,15517.78355,4.3
FDU12,Regular,Baking Goods,2010,Tier 1,Small,Supermarket Type1,23722.8262,4.3
FDS11,Regular,Breads,2010,Tier 1,Small,Supermarket Type1,20279.9692,4.3
FDQ59,Regular,Breads,2010,Tier 1,Small,Supermarket Type1,7643.3447,4.3
FDR59,Regular,Breads,2010,Tier 1,Small,Supermarket Type1,23677.93585,4.3
FDP59,Regular,Breads,2010,Tier 1,Small,Supermarket Type1,9355.7482,4.3
FDN38,Regular,Canned,2010,Tier 1,Small,Supermarket Type1,22710.5822,4.3
FDT01,Regular,Canned,2010,Tier 1,Small,Supermarket Type1,19294.56555,4.3
FDY37,Regular,Canned,2010,Tier 1,Small,Supermarket Type1,12819.74175,4.3
FDZ03,Regular,Dairy,2010,Tier 1,Small,Supermarket Type1,16680.366,4.3
FDQ28,Regular,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,13859.2954,4.3
FDU28,Regular,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,17131.38135,4.3
FDR32,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,20529.11335,4.3
FDU19,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,15698.28355,4.3
FDJ44,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,15598.7739,4.3
FDF57,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,15545.0932,4.3
FDD56,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,15848.38735,4.3
FDC08,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,20348.848,4.3
FDJ55,Regular,Meat,2010,Tier 1,Small,Supermarket Type1,20174.5211,4.3
FDR57,Regular,Snack Foods,2010,Tier 1,Small,Supermarket Type1,14090.6242,4.3
FDU45,Regular,Snack Foods,2010,Tier 1,Small,Supermarket Type1,10148.77495,4.3
DRA59,Regular,Soft Drinks,2010,Tier 1,Small,Supermarket Type1,16686.5391,4.3
FDB35,Regular,Starchy Foods,2010,Tier 1,Small,Supermarket Type1,8111.7061,4.3
FDK26,reg,Canned,2010,Tier 1,Small,Supermarket Type1,16734.516,4.3
NCB18,LF,Household,2015,Tier 2,Medium,Supermarket Type1,8054.93885,4.3
DRK12,LF,Soft Drinks,2020,Tier 2,Medium,Supermarket Type1,2896.1225,4.3
FDA48,Low Fat,Baking Goods,2015,Tier 2,Medium,Supermarket Type1,20036.52885,4.3
FDE24,Low Fat,Baking Goods,2015,Tier 2,Medium,Supermarket Type1,12777.7033,4.3
FDW48,Low Fat,Baking Goods,2015,Tier 2,Medium,Supermarket Type1,7135.32745,4.3
FDJ50,Low Fat,Canned,2015,Tier 2,Medium,Supermarket Type1,4692.83755,4.3
FDO38,Low Fat,Canned,2015,Tier 2,Medium,Supermarket Type1,7120.59865,4.3
FDB28,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,17999.69465,4.3
DRG51,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,14886.97215,4.3
DRE15,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,6777.8833,4.3
FDR02,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,10007.69615,4.3
FDS52,Low Fat,Frozen Foods,2015,Tier 2,Medium,Supermarket Type1,8961.9694,4.3
FDZ40,Low Fat,Frozen Foods,2015,Tier 2,Medium,Supermarket Type1,4749.83945,4.3
FDM28,Low Fat,Frozen Foods,2015,Tier 2,Medium,Supermarket Type1,16368.2815,4.3
FDU40,Low Fat,Frozen Foods,2015,Tier 2,Medium,Supermarket Type1,17395.48895,4.3
DRM59,Low Fat,Hard Drinks,2015,Tier 2,Medium,Supermarket Type1,13745.05695,4.3
DRK35,Low Fat,Hard Drinks,2015,Tier 2,Medium,Supermarket Type1,3461.14165,4.3
DRM47,Low Fat,Hard Drinks,2015,Tier 2,Medium,Supermarket Type1,17245.38515,4.3
DRJ59,Low Fat,Hard Drinks,2015,Tier 2,Medium,Supermarket Type1,3638.5551,4.3
NCM29,Low Fat,Health and Hygiene,2015,Tier 2,Small,Supermarket Type1,11665.94965,4.3
NCO41,Low Fat,Health and Hygiene,2015,Tier 2,Small,Supermarket Type1,8920.1656,4.3
NCJ30,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,15475.97975,4.3
NCG54,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,15415.65665,4.3
NCY06,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,11632.9362,4.3
FDP27,Low Fat,Meat,2015,Tier 2,Small,Supermarket Type1,17007.88325,4.3
NCL31,Low Fat,Others,2015,Tier 2,Small,Supermarket Type1,12837.79175,4.3
NCO02,Low Fat,Others,2015,Tier 2,Small,Supermarket Type1,5948.75655,4.3
NCL55,Low Fat,Others,2015,Tier 2,Small,Supermarket Type1,22923.861,4.3
NCQ43,Low Fat,Others,2015,Tier 2,Small,Supermarket Type1,9953.7808,4.3
FDX21,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,9809.3808,4.3
FDQ34,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,9698.46355,4.3
FDA46,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,17473.6274,4.3
FDL45,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,11278.5786,4.3
FDO34,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,15322.7894,4.3
FDP10,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,9617.23855,4.3
DRE48,Low Fat,Soft Drinks,2015,Tier 2,Small,Supermarket Type1,17713.9812,4.3
DRK12,Low Fat,Soft Drinks,2015,Tier 2,Small,Supermarket Type1,3013.4475,4.3
FDK36,Low Fat,Baking Goods,2020,Tier 2,Small,Supermarket Type1,4548.90685,4.3
FDV36,Low Fat,Baking Goods,2020,Tier 2,Small,Supermarket Type1,11272.4055,4.3
FDP38,Low Fat,Canned,2020,Tier 2,Small,Supermarket Type1,4711.1222,4.3
FDX37,Low Fat,Canned,2020,Tier 2,Small,Supermarket Type1,8859.8425,4.3
DRG15,Low Fat,Dairy,2020,Tier 2,Small,Supermarket Type1,5690.5874,4.3
FDD53,Low Fat,Frozen Foods,2020,Tier 2,Small,Supermarket Type1,3911.92235,4.3
FDV40,Low Fat,Frozen Foods,2020,Tier 2,Small,Supermarket Type1,6516.39295,4.3
FDS55,Low Fat,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,13363.62435,4.3
FDV32,Low Fat,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,5798.65275,4.3
FDG45,Low Fat,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,19294.56555,4.3
FDS20,Low Fat,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,16599.6103,4.3
FDE32,Low Fat,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,3605.54165,4.3
DRH23,Low Fat,Hard Drinks,2020,Tier 2,Small,Supermarket Type1,4879.04135,4.3
DRI23,Low Fat,Hard Drinks,2020,Tier 2,Small,Supermarket Type1,14300.81645,4.3
NCU17,Low Fat,Health and Hygiene,2020,Tier 2,Small,Supermarket Type1,9139.38285,4.3
NCO05,Low Fat,Health and Hygiene,2020,Tier 2,Small,Supermarket Type1,8965.2906,4.3
NCM17,Low Fat,Health and Hygiene,2020,Tier 2,Small,Supermarket Type1,4016.90115,4.3
NCO53,Low Fat,Health and Hygiene,2020,Tier 2,Small,Supermarket Type1,16611.4872,4.3
NCR41,Low Fat,Health and Hygiene,2020,Tier 2,Small,Supermarket Type1,8565.57335,4.3
NCU42,Low Fat,Household,2020,Tier 2,Small,Supermarket Type1,15310.67785,4.3
NCZ42,Low Fat,Household,2020,Tier 2,Small,Supermarket Type1,21346.3632,4.3
NCV06,Low Fat,Household,2020,Tier 2,Small,Supermarket Type1,17512.81395,4.3
NCM30,Low Fat,Household,2020,Tier 2,High,Supermarket Type1,3689.3839,4.3
FDK43,Low Fat,Meat,2020,Tier 2,High,Supermarket Type1,11489.0055,4.3
FDT21,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,22536.2553,4.3
FDW34,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,21778.85925,4.3
FDQ34,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,9698.46355,4.3
FDK34,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,21601.9151,4.3
FDL45,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,11206.3786,4.3
FDM33,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,19871.22695,4.3
DRD37,Low Fat,Soft Drinks,2020,Tier 2,High,Supermarket Type1,4061.7915,4.3
DRK13,Low Fat,Soft Drinks,2020,Tier 2,High,Supermarket Type1,17897.3331,4.3
DRF13,Low Fat,Soft Drinks,2020,Tier 2,High,Supermarket Type1,13207.5821,4.3
DRB25,Low Fat,Soft Drinks,2020,Tier 2,High,Supermarket Type1,9701.31545,4.3
DRJ13,Low Fat,Soft Drinks,2020,Tier 2,High,Supermarket Type1,14373.01645,4.3
DRG13,Low Fat,Soft Drinks,2020,Tier 2,High,Supermarket Type1,14950.14715,4.3
FDY47,Regular,Breads,2015,Tier 2,High,Supermarket Type1,11780.42275,4.3
FDW02,Regular,Dairy,2015,Tier 2,High,Supermarket Type1,11188.3286,4.3
FDY15,Regular,Dairy,2015,Tier 2,High,Supermarket Type1,14120.78575,4.3
FDD40,Regular,Dairy,2015,Tier 2,High,Supermarket Type1,17212.13705,4.3
FDY04,Regular,Frozen Foods,2015,Tier 2,High,Supermarket Type1,14893.14525,4.3
FDU16,Regular,Frozen Foods,2015,Tier 2,High,Supermarket Type1,7453.8197,4.3
FDY08,Regular,Fruits and Vegetables,2015,Tier 2,High,Supermarket Type1,12561.33795,4.3
FDX51,Regular,Meat,2015,Tier 2,High,Supermarket Type1,17575.7543,4.3
FDX03,Regular,Meat,2015,Tier 2,High,Supermarket Type1,4122.1146,4.3
FDN46,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,9100.1963,4.3
FDM09,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,15151.07975,4.3
FDG34,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,9704.16735,4.3
FDS34,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,10365.37495,4.3
FDE36,Regular,Baking Goods,2020,Tier 2,High,Supermarket Type1,14682.4837,4.3
FDM24,Regular,Baking Goods,2020,Tier 2,High,Supermarket Type1,13793.50315,4.3
FDY11,Regular,Baking Goods,2020,Tier 2,High,Supermarket Type1,6011.93155,4.3
FDZ35,Regular,Breads,2020,Tier 2,High,Supermarket Type1,9250.53475,4.3
FDY49,Regular,Canned,2020,Tier 2,High,Supermarket Type1,14838.7606,4.3
FDE51,Regular,Dairy,2020,Tier 2,High,Supermarket Type1,3872.50115,4.3
FDC03,Regular,Dairy,2020,Tier 2,High,Supermarket Type1,17741.29085,4.3
FDC51,Regular,Dairy,2020,Tier 2,High,Supermarket Type1,11089.28825,4.3
FDY38,Regular,Dairy,2020,Tier 2,High,Supermarket Type1,21166.3325,4.3
FDS28,Regular,Frozen Foods,2020,Tier 2,High,Supermarket Type1,5284.9317,4.3
FDE41,Regular,Frozen Foods,2020,Tier 2,High,Supermarket Type1,7504.88315,4.3
FDW52,Regular,Frozen Foods,2020,Tier 2,High,Supermarket Type1,15022.34715,4.3
FDV44,Regular,Fruits and Vegetables,2020,Tier 2,Medium,Supermarket Type1,17212.3717,4.3
FDH20,Regular,Fruits and Vegetables,2020,Tier 2,Medium,Supermarket Type1,8884.30025,4.3
FDJ27,Regular,Meat,2020,Tier 2,Medium,Supermarket Type1,9374.03285,4.3
FDS45,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,9499.91355,4.3
FDP21,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,17074.1448,4.3
FDZ57,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,11615.12085,4.3
FDU46,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,7820.5235,4.3
FDB58,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,12925.18985,4.3
FDU21,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,3226.96095,4.3
FDW09,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,7114.42555,4.3
FDJ58,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,15584.0451,4.3
FDD10,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,16013.4546,4.3
FDG26,low fat,Canned,2015,Tier 2,Medium,Supermarket Type1,23097.95325,4.3
FDI19,low fat,Meat,2015,Tier 2,Medium,Supermarket Type1,22043.6708,4.3
FDB26,reg,Canned,2020,Tier 2,Medium,Supermarket Type1,4852.201,4.3
FDQ13,LF,Canned,2017,Tier 2,Small,Supermarket Type1,7598.2197,4.3
FDV59,Low Fat,Breads,2017,Tier 2,Small,Supermarket Type1,19820.39815,4.3
FDV47,Low Fat,Breads,2017,Tier 2,Small,Supermarket Type1,7540.98315,4.3
FDW49,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,15992.31805,4.3
FDY50,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,8115.0273,4.3
DRG15,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,5365.6874,4.3
FDB15,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,23939.4262,4.3
FDW50,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,15172.45095,4.3
FDA50,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,8586.47525,4.3
FDN40,Low Fat,Frozen Foods,2017,Tier 2,Small,Supermarket Type1,14024.83195,4.3
FDS52,Low Fat,Frozen Foods,2017,Tier 2,Small,Supermarket Type1,9070.2694,4.3
FDB08,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,14652.79145,4.3
FDO32,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,4143.0165,4.3
FDC56,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,10806.896,4.3
FDD08,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,3434.06665,4.3
FDC20,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,5155.7298,4.3
FDL08,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,22274.9996,4.3
FDS43,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,16869.891,4.3
FDT08,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,13537.95125,4.3
DRQ35,Low Fat,Hard Drinks,2017,Tier 2,Small,Supermarket Type1,11320.8517,4.3
DRP35,Low Fat,Hard Drinks,2017,Tier 2,Small,Supermarket Type1,11428.6824,4.3
NCM05,Low Fat,Health and Hygiene,2017,Tier 2,Small,Supermarket Type1,23855.11465,4.3
NCX05,Low Fat,Health and Hygiene,2017,Tier 2,Small,Supermarket Type1,10545.6403,4.3
NCW41,Low Fat,Health and Hygiene,2017,Tier 2,Small,Supermarket Type1,14373.2511,4.3
NCV18,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,7601.30625,4.3
NCS06,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,23563.46275,4.3
NCN18,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,10103.8846,4.3
NCU42,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,15292.62785,4.3
NCN30,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,8893.32525,4.3
